genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	size	BUSCO_lineage	BAT_euk	median_cov	mag	bat_bacteria	role	metagenome
private_T1881_metabat2_bin.5.fa	100_3	0.05	average	ANImf	100	22810638	ascomycota_odb10	Lasallia pustulata	NA	private_T1881_metabat2_bin.5	NA	mycobiont	T1881
public_SRR14722202_metabat2_bin.2.fa	100_4	0.05	average	ANImf	100	24837606	ascomycota_odb10	Lasallia pustulata	21	public_SRR14722202_metabat2_bin.2	NA	mycobiont	SRR14722202
public_SRR14722016_metabat2_bin.3.fa	100_5	0.05	average	ANImf	100	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722016
public_SRR14722058_metabat2_bin.4.fa	100_5	0.05	average	ANImf	100	21476704	ascomycota_odb10	Lasallia pustulata	17	public_SRR14722058_metabat2_bin.4	NA	mycobiont	SRR14722058
private_X16_concoct_bin.2.fa	100_6	0.05	average	ANImf	100	24447381	ascomycota_odb10	Lasallia pustulata	64	private_X16_concoct_bin.2	NA	mycobiont	X16
public_SRR14721950_metabat2_bin.6.fa	101_0	0.05	average	ANImf	101	20843906	ascomycota_odb10	leotiomyceta	21	public_SRR14721950_metabat2_bin.6	NA	mycobiont	SRR14721950
public_SRR14721977_metabat2_bin.1.fa	102_0	0.05	average	ANImf	102	17433853	ascomycota_odb10	leotiomyceta	6	public_SRR14721977_metabat2_bin.1	NA	mycobiont	SRR14721977
public_SRR14722125_metabat2_bin.9.fa	103_0	0.05	average	ANImf	103	18294553	ascomycota_odb10	OSLEUM clade	154	public_SRR14722125_metabat2_bin.9	NA	mycobiont	SRR14722125
public_SRR14722213_concoct_bin.9.fa	104_0	0.05	average	ANImf	104	19589290	ascomycota_odb10	leotiomyceta	24	public_SRR14722213_concoct_bin.9	NA	mycobiont	SRR14722213
private_T1894_metabat2_bin.4.fa	105_0	0.05	average	ANImf	105	22054922	ascomycota_odb10	OSLEUM clade	NA	private_T1894_metabat2_bin.4	NA	mycobiont	T1894
public_SRR1531569_concoct_bin.26.fa	106_0	0.05	average	ANImf	106	22991615	ascomycota_odb10	leotiomyceta	213	public_SRR1531569_concoct_bin.26	NA	mycobiont	SRR1531569
public_SRR14722296_metabat2_bin.7.fa	107_1	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722296
public_SRR14722301_metabat2_bin.5.fa	107_1	0.05	average	ANImf	107	26693721	ascomycota_odb10	Letharia	26	public_SRR14722301_metabat2_bin.5	NA	mycobiont	SRR14722301
public_SRR14722121_metabat2_bin.4.fa	107_2	0.05	average	ANImf	107	24586490	ascomycota_odb10	Letharia	128	public_SRR14722121_metabat2_bin.4	NA	mycobiont	SRR14722121
public_SRR14722156_concoct_bin.48.fa	107_2	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722156
public_SRR14722080_metabat2_bin.1.fa	107_3	0.05	average	ANImf	107	24278505	ascomycota_odb10	Letharia	29	public_SRR14722080_metabat2_bin.1	NA	mycobiont	SRR14722080
public_SRR14722103_metabat2_bin.2.fa	107_4	0.05	average	ANImf	107	30103970	ascomycota_odb10	Letharia	32	public_SRR14722103_metabat2_bin.2	NA	mycobiont	SRR14722103
public_SRR14722057_concoct_merged.0.fa	107_5	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722057
public_SRR14722084_metabat2_bin.3.fa	107_5	0.05	average	ANImf	107	30286100	ascomycota_odb10	Letharia	29	public_SRR14722084_metabat2_bin.3	NA	mycobiont	SRR14722084
public_SRR14722299_metabat2_bin.9.fa	107_6	0.05	average	ANImf	107	29905000	ascomycota_odb10	Letharia	41	public_SRR14722299_metabat2_bin.9	NA	mycobiont	SRR14722299
public_SRR14722101_metabat2_bin.2.fa	107_7	0.05	average	ANImf	107	26448327	ascomycota_odb10	Letharia	23	public_SRR14722101_metabat2_bin.2	NA	mycobiont	SRR14722101
public_SRR14722170_metabat2_bin.4.fa	107_8	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722170
public_SRR14722292_metabat2_bin.5.fa	107_8	0.05	average	ANImf	107	29337773	ascomycota_odb10	Letharia	38	public_SRR14722292_metabat2_bin.5	NA	mycobiont	SRR14722292
public_SRR14722293_concoct_bin.15.fa	107_9	0.05	average	ANImf	107	27256336	ascomycota_odb10	Letharia	37	public_SRR14722293_concoct_bin.15	NA	mycobiont	SRR14722293
public_SRR14722088_concoct_bin.14.fa	107_10	0.05	average	ANImf	107	29419212	ascomycota_odb10	Letharia	31	public_SRR14722088_concoct_bin.14	NA	mycobiont	SRR14722088
public_SRR14722171_concoct_bin.7.fa	107_10	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722171
public_SRR14722298_metabat2_bin.8.fa	107_10	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722298
public_SRR14722150_concoct_bin.35.fa	107_11	0.05	average	ANImf	107	28948497	ascomycota_odb10	Letharia	52	public_SRR14722150_concoct_bin.35	NA	mycobiont	SRR14722150
public_SRR14722294_metabat2_bin.7.fa	107_12	0.05	average	ANImf	107	29218708	ascomycota_odb10	Letharia	23	public_SRR14722294_metabat2_bin.7	NA	mycobiont	SRR14722294
public_ERR4179389_metabat2_bin.32.fa	107_13	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	ERR4179389
public_SRR14722277_metabat2_bin.3.fa	107_13	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722277
public_SRR14722319_metabat2_bin.1.fa	107_13	0.05	average	ANImf	107	28393906	ascomycota_odb10	Letharia	37	public_SRR14722319_metabat2_bin.1	NA	mycobiont	SRR14722319
public_SRR14721965_metabat2_bin.1.fa	107_14	0.05	average	ANImf	107	29021755	ascomycota_odb10	Letharia	18	public_SRR14721965_metabat2_bin.1	NA	mycobiont	SRR14721965
public_SRR14722009_concoct_bin.5.fa	107_14	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722009
public_SRR14722087_metabat2_bin.6.fa	107_14	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722087
public_SRR14721936_concoct_merged.0.fa	107_15	0.05	average	ANImf	107	23152140	ascomycota_odb10	Letharia	5	public_SRR14721936_concoct_merged.0	NA	mycobiont	SRR14721936
public_SRR14721952_concoct_merged.0.fa	107_16	0.05	average	ANImf	107	29208772	ascomycota_odb10	Letharia	12	public_SRR14721952_concoct_merged.0	NA	mycobiont	SRR14721952
public_SRR14722099_metabat2_bin.1.fa	107_17	0.05	average	ANImf	107	27164441	ascomycota_odb10	Letharia	7	public_SRR14722099_metabat2_bin.1	NA	mycobiont	SRR14722099
public_SRR14722119_metabat2_bin.2.fa	107_18	0.05	average	ANImf	107	26086763	ascomycota_odb10	Letharia	56	public_SRR14722119_metabat2_bin.2	NA	mycobiont	SRR14722119
public_SRR14722290_metabat2_bin.4.fa	107_19	0.05	average	ANImf	107	28614552	ascomycota_odb10	Letharia	18	public_SRR14722290_metabat2_bin.4	NA	mycobiont	SRR14722290
public_SRR14722082_metabat2_bin.6.fa	107_20	0.05	average	ANImf	107	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722082
public_SRR14722117_metabat2_bin.4.fa	107_20	0.05	average	ANImf	107	28185128	ascomycota_odb10	Letharia	66	public_SRR14722117_metabat2_bin.4	NA	mycobiont	SRR14722117
public_SRR14721939_concoct_merged.0.fa	107_21	0.05	average	ANImf	107	24980457	ascomycota_odb10	Letharia	6	public_SRR14721939_concoct_merged.0	NA	mycobiont	SRR14721939
public_SRR14722066_metabat2_bin.7.fa	108_0	0.05	average	ANImf	108	23681804	ascomycota_odb10	Letharia	7	public_SRR14722066_metabat2_bin.7	NA	mycobiont	SRR14722066
public_SRR14722167_metabat2_bin.4.fa	109_0	0.05	average	ANImf	109	28251889	ascomycota_odb10	OSLEUM clade	41	public_SRR14722167_metabat2_bin.4	NA	mycobiont	SRR14722167
public_SRR14722018_metabat2_bin.2.fa	110_1	0.05	average	ANImf	110	17385180	ascomycota_odb10	Letharia	7	public_SRR14722018_metabat2_bin.2	NA	mycobiont	SRR14722018
public_SRR14722272_metabat2_bin.6.fa	110_2	0.05	average	ANImf	110	29305370	ascomycota_odb10	Letharia	11	public_SRR14722272_metabat2_bin.6	NA	mycobiont	SRR14722272
public_SRR14722041_metabat2_bin.10.fa	110_3	0.05	average	ANImf	110	26702899	ascomycota_odb10	Letharia	18	public_SRR14722041_metabat2_bin.10	NA	mycobiont	SRR14722041
public_SRR14722275_concoct_merged.0.fa	111_1	0.05	average	ANImf	111	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722275
public_SRR14722304_metabat2_bin.6.fa	111_1	0.05	average	ANImf	111	28412263	ascomycota_odb10	Letharia	12	public_SRR14722304_metabat2_bin.6	NA	mycobiont	SRR14722304
private_T1904_metabat2_bin.21.fa	112_0	0.05	average	ANImf	112	26273779	ascomycota_odb10	OSLEUM clade	NA	private_T1904_metabat2_bin.21	NA	mycobiont	T1904
public_SRR14721987_metabat2_bin.1.fa	113_0	0.05	average	ANImf	113	26140875	ascomycota_odb10	Letharia	11	public_SRR14721987_metabat2_bin.1	NA	mycobiont	SRR14721987
public_SRR11456922_metabat2_merged.1.fa	114_1	0.05	average	ANImf	114	NA	NA	NA	NA	NA	NA	mycobiont	SRR11456922
public_SRR11456923_metabat2_merged.0.fa	114_1	0.05	average	ANImf	114	130535317	ascomycota_odb10	OSLEUM clade	24	public_SRR11456923_metabat2_merged.0	NA	mycobiont	SRR11456923
public_SRR11456913_concoct_bin.13.fa	114_2	0.05	average	ANImf	114	NA	NA	NA	NA	NA	NA	mycobiont	SRR11456913
public_SRR11456915_metabat2_merged.0.fa	114_2	0.05	average	ANImf	114	88820417	ascomycota_odb10	OSLEUM clade	60	public_SRR11456915_metabat2_merged.0	NA	mycobiont	SRR11456915
public_SRR11456921_concoct_merged.0.fa	114_3	0.05	average	ANImf	114	NA	NA	NA	NA	NA	NA	mycobiont	SRR11456921
public_SRR11456921_metabat2_merged.0.fa	114_3	0.05	average	ANImf	114	98573368	ascomycota_odb10	OSLEUM clade	114	public_SRR11456921_metabat2_merged.0	NA	mycobiont	SRR11456921
public_SRR14722320_concoct_bin.17.fa	114_3	0.05	average	ANImf	114	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722320
public_SRR11456914_concoct_merged.0.fa	114_4	0.05	average	ANImf	114	72131769	ascomycota_odb10	OSLEUM clade	262	public_SRR11456914_concoct_merged.0	NA	mycobiont	SRR11456914
public_SRR11456917_metabat2_merged.0.fa	114_5	0.05	average	ANImf	114	82784608	ascomycota_odb10	OSLEUM clade	45	public_SRR11456917_metabat2_merged.0	NA	mycobiont	SRR11456917
public_SRR11456918_metabat2_merged.0.fa	114_6	0.05	average	ANImf	114	73926494	ascomycota_odb10	OSLEUM clade	59	public_SRR11456918_metabat2_merged.0	NA	mycobiont	SRR11456918
public_SRR11456919_metabat2_bin.15.fa	115_0	0.05	average	ANImf	115	93724474	ascomycota_odb10	OSLEUM clade	42	public_SRR11456919_metabat2_bin.15	NA	mycobiont	SRR11456919
public_SRR14722210_metabat2_bin.3.fa	116_0	0.05	average	ANImf	116	25182958	ascomycota_odb10	OSLEUM clade	36	public_SRR14722210_metabat2_bin.3	NA	mycobiont	SRR14722210
public_SRR14722078_concoct_bin.17.fa	117_0	0.05	average	ANImf	117	29286468		Letharia	24	public_SRR14722078_concoct_bin.17	NA	mycobiont	SRR14722078
public_SRR14722229_concoct_bin.24.fa	118_0	0.05	average	ANImf	118	25156133	ascomycota_odb10	Letharia	29	public_SRR14722229_concoct_bin.24	NA	mycobiont	SRR14722229
private_X2_concoct_bin.0.fa	119_1	0.05	average	ANImf	119	36596510	ascomycota_odb10	Letharia	NA	private_X2_concoct_bin.0	NA	mycobiont	X2
public_SRR13685162_metabat2_bin.2.fa	119_2	0.05	average	ANImf	119	30437628	ascomycota_odb10	Letharia	7	public_SRR13685162_metabat2_bin.2	NA	mycobiont	SRR13685162
public_SRR14722034_metabat2_bin.1.fa	119_3	0.05	average	ANImf	119	32646117	ascomycota_odb10	Letharia	19	public_SRR14722034_metabat2_bin.1	NA	mycobiont	SRR14722034
public_SRR13125762_concoct_bin.37.fa	119_4	0.05	average	ANImf	119	28326182	ascomycota_odb10	Letharia	158	public_SRR13125762_concoct_bin.37	NA	mycobiont	SRR13125762
public_SRR14721947_metabat2_bin.6.fa	119_5	0.05	average	ANImf	119	31983833	ascomycota_odb10	Letharia	35	public_SRR14721947_metabat2_bin.6	NA	mycobiont	SRR14721947
public_SRR14722094_metabat2_bin.10.fa	119_6	0.05	average	ANImf	119	30521473	ascomycota_odb10	Letharia	29	public_SRR14722094_metabat2_bin.10	NA	mycobiont	SRR14722094
public_SRR13685165_metabat2_bin.3.fa	119_7	0.05	average	ANImf	119	31243966	ascomycota_odb10	Letharia	9	public_SRR13685165_metabat2_bin.3	NA	mycobiont	SRR13685165
public_SRR14722120_metabat2_bin.1.fa	119_8	0.05	average	ANImf	119	33370561	ascomycota_odb10	Letharia	32	public_SRR14722120_metabat2_bin.1	NA	mycobiont	SRR14722120
public_SRR14722022_concoct_bin.14.fa	119_9	0.05	average	ANImf	119	31204119	ascomycota_odb10	Letharia	16	public_SRR14722022_concoct_bin.14	NA	mycobiont	SRR14722022
public_SRR14722115_concoct_bin.3.fa	119_10	0.05	average	ANImf	119	32421814	ascomycota_odb10	Letharia	62	public_SRR14722115_concoct_bin.3	NA	mycobiont	SRR14722115
public_SRR13685164_concoct_bin.7.fa	119_11	0.05	average	ANImf	119	29939518	ascomycota_odb10	Letharia	13	public_SRR13685164_concoct_bin.7	NA	mycobiont	SRR13685164
public_SRR14722023_metabat2_bin.5.fa	119_12	0.05	average	ANImf	119	33216096	ascomycota_odb10	Letharia	21	public_SRR14722023_metabat2_bin.5	NA	mycobiont	SRR14722023
public_SRR14722116_metabat2_bin.14.fa	119_13	0.05	average	ANImf	119	33224986	ascomycota_odb10	Letharia	80	public_SRR14722116_metabat2_bin.14	NA	mycobiont	SRR14722116
public_SRR14722063_concoct_bin.10.fa	120_1	0.05	average	ANImf	120	31589493	ascomycota_odb10	Letharia	8	public_SRR14722063_concoct_bin.10	NA	mycobiont	SRR14722063
public_SRR14722208_metabat2_bin.1.fa	120_2	0.05	average	ANImf	120	31111827	ascomycota_odb10	Letharia	9	public_SRR14722208_metabat2_bin.1	NA	mycobiont	SRR14722208
public_SRR14722173_concoct_merged.0.fa	121_0	0.05	average	ANImf	121	33504405	ascomycota_odb10	Letharia	16	public_SRR14722173_concoct_merged.0	NA	mycobiont	SRR14722173
private_X14_concoct_bin.2.fa	122_1	0.05	average	ANImf	122	35839814	ascomycota_odb10	Letharia	166	private_X14_concoct_bin.2	NA	mycobiont	X14
public_SRR14721996_metabat2_bin.8.fa	122_2	0.05	average	ANImf	122	34948523	ascomycota_odb10	Letharia	10	public_SRR14721996_metabat2_bin.8	NA	mycobiont	SRR14721996
public_SRR14722033_concoct_bin.2.fa	122_3	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722033
public_SRR14722129_metabat2_bin.3.fa	122_3	0.05	average	ANImf	122	31560669	ascomycota_odb10	Letharia	17	public_SRR14722129_metabat2_bin.3	NA	mycobiont	SRR14722129
public_SRR5808932_concoct_bin.35.fa	122_4	0.05	average	ANImf	122	29971438	ascomycota_odb10	Letharia	96	public_SRR5808932_concoct_bin.35	NA	mycobiont	SRR5808932
public_SRR7232211_concoct_bin.3.fa	122_5	0.05	average	ANImf	122	32307886	ascomycota_odb10	Letharia	191	public_SRR7232211_concoct_bin.3	NA	mycobiont	SRR7232211
public_SRR7232212_metabat2_bin.5.fa	122_5	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	SRR7232212
public_SRR7232213_concoct_bin.1.fa	122_5	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	SRR7232213
public_SRR7232214_concoct_bin.6.fa	122_5	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	SRR7232214
private_VT38_concoct_bin.3.fa	122_6	0.05	average	ANImf	122	25667219	ascomycota_odb10	Letharia	57	private_VT38_concoct_bin.3	NA	mycobiont	VT38
private_VT26_concoct_bin.9.fa	122_7	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	VT26
private_X9_concoct_bin.20.fa	122_7	0.05	average	ANImf	122	33069491	ascomycota_odb10	Letharia	176	private_X9_concoct_bin.20	NA	mycobiont	X9
public_SRR5808930_metabat2_bin.9.fa	122_8	0.05	average	ANImf	122	36310671	ascomycota_odb10	Letharia	77	public_SRR5808930_metabat2_bin.9	NA	mycobiont	SRR5808930
public_SRR14722026_metabat2_bin.4.fa	122_9	0.05	average	ANImf	122	34279999	ascomycota_odb10	Letharia	15	public_SRR14722026_metabat2_bin.4	NA	mycobiont	SRR14722026
public_SRR14722291_concoct_bin.3.fa	122_9	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722291
private_VT15_metabat2_bin.1.fa	122_10	0.05	average	ANImf	122	38001697	ascomycota_odb10	Letharia	88	private_VT15_metabat2_bin.1	NA	mycobiont	VT15
public_SRR14722124_metabat2_bin.8.fa	122_11	0.05	average	ANImf	122	32856029	ascomycota_odb10	Letharia	46	public_SRR14722124_metabat2_bin.8	NA	mycobiont	SRR14722124
private_VT12_concoct_bin.10.fa	122_12	0.05	average	ANImf	122	35490453	ascomycota_odb10	Letharia	88	private_VT12_concoct_bin.10	NA	mycobiont	VT12
private_VT2_concoct_bin.17.fa	122_13	0.05	average	ANImf	122	38832912	ascomycota_odb10	Letharia	130	private_VT2_concoct_bin.17	NA	mycobiont	VT2
private_VT33_concoct_bin.0.fa	122_14	0.05	average	ANImf	122	36233533	ascomycota_odb10	Letharia	96	private_VT33_concoct_bin.0	NA	mycobiont	VT33
private_TS1974_concoct_bin.10.fa	122_15	0.05	average	ANImf	122	33623393	ascomycota_odb10	Letharia	88	private_TS1974_concoct_bin.10	NA	mycobiont	TS1974
public_SRR14721985_metabat2_bin.4.fa	122_15	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	SRR14721985
private_VT1_metabat2_bin.10.fa	122_16	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	VT1
private_X3_concoct_bin.10.fa	122_16	0.05	average	ANImf	122	32638814	ascomycota_odb10	Letharia	207	private_X3_concoct_bin.10	NA	mycobiont	X3
public_SRR14722007_metabat2_bin.10.fa	122_16	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722007
public_SRR14722140_metabat2_bin.5.fa	122_17	0.05	average	ANImf	122	27939376	ascomycota_odb10	Letharia	16	public_SRR14722140_metabat2_bin.5	NA	mycobiont	SRR14722140
private_VT31_metabat2_bin.4.fa	122_18	0.05	average	ANImf	122	35051463	ascomycota_odb10	Letharia	78	private_VT31_metabat2_bin.4	NA	mycobiont	VT31
public_SRR14722118_metabat2_bin.5.fa	122_19	0.05	average	ANImf	122	30836631	ascomycota_odb10	Letharia	8	public_SRR14722118_metabat2_bin.5	NA	mycobiont	SRR14722118
private_X1_concoct_bin.13.fa	122_20	0.05	average	ANImf	122	34883038	ascomycota_odb10	Letharia	207	private_X1_concoct_bin.13	NA	mycobiont	X1
private_X7_concoct_bin.1.fa	122_20	0.05	average	ANImf	122	NA	NA	NA	NA	NA	NA	mycobiont	X7
private_VT19_concoct_bin.7.fa	122_21	0.05	average	ANImf	122	40208408	ascomycota_odb10	Letharia	120	private_VT19_concoct_bin.7	NA	mycobiont	VT19
private_X12_concoct_bin.4.fa	122_22	0.05	average	ANImf	122	31580949	ascomycota_odb10	Letharia	149	private_X12_concoct_bin.4	NA	mycobiont	X12
private_GTX0161_concoct_merged.0.fa	122_23	0.05	average	ANImf	122	57027747	ascomycota_odb10	Letharia	NA	private_GTX0161_concoct_merged.0	NA	mycobiont	GTX0161
private_VT22_concoct_bin.7.fa	122_24	0.05	average	ANImf	122	28225289	ascomycota_odb10	Letharia	22	private_VT22_concoct_bin.7	NA	mycobiont	VT22
private_X10_concoct_bin.0.fa	122_25	0.05	average	ANImf	122	31690061	ascomycota_odb10	Letharia	118	private_X10_concoct_bin.0	NA	mycobiont	X10
public_SRR13125477_concoct_bin.14.fa	122_26	0.05	average	ANImf	122	30483605	ascomycota_odb10	Letharia	266	public_SRR13125477_concoct_bin.14	NA	mycobiont	SRR13125477
public_SRR14722132_metabat2_bin.8.fa	122_27	0.05	average	ANImf	122	30311807	ascomycota_odb10	Letharia	9	public_SRR14722132_metabat2_bin.8	NA	mycobiont	SRR14722132
public_SRR14722014_metabat2_bin.1.fa	123_1	0.05	average	ANImf	123	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722014
public_SRR14722219_metabat2_bin.6.fa	123_1	0.05	average	ANImf	123	28305125	ascomycota_odb10	Letharia	38	public_SRR14722219_metabat2_bin.6	NA	mycobiont	SRR14722219
public_SRR14722002_metabat2_bin.2.fa	123_2	0.05	average	ANImf	123	29099014	ascomycota_odb10	Letharia	14	public_SRR14722002_metabat2_bin.2	NA	mycobiont	SRR14722002
public_SRR14722302_concoct_merged.0.fa	123_3	0.05	average	ANImf	123	29999525	ascomycota_odb10	Letharia	13	public_SRR14722302_concoct_merged.0	NA	mycobiont	SRR14722302
public_SRR14721974_metabat2_bin.1.fa	123_4	0.05	average	ANImf	123	25397939	ascomycota_odb10	Letharia	11	public_SRR14721974_metabat2_bin.1	NA	mycobiont	SRR14721974
public_SRR14722020_concoct_merged.0.fa	124_1	0.05	average	ANImf	124	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722020
public_SRR14722021_metabat2_bin.1.fa	124_1	0.05	average	ANImf	124	30718572	ascomycota_odb10	Letharia	9	public_SRR14722021_metabat2_bin.1	NA	mycobiont	SRR14722021
public_SRR14722325_metabat2_bin.1.fa	124_2	0.05	average	ANImf	124	30316057	ascomycota_odb10	Letharia	17	public_SRR14722325_metabat2_bin.1	NA	mycobiont	SRR14722325
public_SRR14722289_concoct_bin.0.fa	124_3	0.05	average	ANImf	124	32608811	ascomycota_odb10	Letharia	19	public_SRR14722289_concoct_bin.0	NA	mycobiont	SRR14722289
public_SRR14722326_metabat2_bin.1.fa	124_3	0.05	average	ANImf	124	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722326
public_SRR14721979_metabat2_bin.1.fa	124_4	0.05	average	ANImf	124	34557146	ascomycota_odb10	Letharia	12	public_SRR14721979_metabat2_bin.1	NA	mycobiont	SRR14721979
public_SRR14722310_metabat2_bin.3.fa	124_5	0.05	average	ANImf	124	31840281	ascomycota_odb10	Letharia	13	public_SRR14722310_metabat2_bin.3	NA	mycobiont	SRR14722310
public_SRR14722000_concoct_merged.0.fa	124_6	0.05	average	ANImf	124	30991706	ascomycota_odb10	Letharia	7	public_SRR14722000_concoct_merged.0	NA	mycobiont	SRR14722000
public_SRR14722151_metabat2_bin.3.fa	124_7	0.05	average	ANImf	124	30252234	ascomycota_odb10	Letharia	7	public_SRR14722151_metabat2_bin.3	NA	mycobiont	SRR14722151
public_SRR14721997_metabat2_bin.1.fa	124_8	0.05	average	ANImf	124	NA	NA	NA	NA	NA	NA	mycobiont	SRR14721997
public_SRR14722028_metabat2_bin.1.fa	124_8	0.05	average	ANImf	124	30646640	ascomycota_odb10	Letharia	8	public_SRR14722028_metabat2_bin.1	NA	mycobiont	SRR14722028
public_SRR14722077_concoct_merged.0.fa	124_9	0.05	average	ANImf	124	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722077
public_SRR14722139_metabat2_bin.5.fa	124_9	0.05	average	ANImf	124	32197247	ascomycota_odb10	Letharia	14	public_SRR14722139_metabat2_bin.5	NA	mycobiont	SRR14722139
public_SRR14722329_metabat2_bin.1.fa	124_9	0.05	average	ANImf	124	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722329
public_SRR14721943_metabat2_bin.1.fa	124_10	0.05	average	ANImf	124	31682591	ascomycota_odb10	Letharia	23	public_SRR14721943_metabat2_bin.1	NA	mycobiont	SRR14721943
public_SRR14722068_metabat2_bin.3.fa	124_10	0.05	average	ANImf	124	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722068
public_SRR14722108_metabat2_bin.1.fa	124_10	0.05	average	ANImf	124	NA	NA	NA	NA	NA	NA	mycobiont	SRR14722108
public_SRR14721956_metabat2_bin.3.fa	124_11	0.05	average	ANImf	124	31212012	ascomycota_odb10	Letharia	8	public_SRR14721956_metabat2_bin.3	NA	mycobiont	SRR14721956
public_SRR14722174_metabat2_bin.2.fa	124_12	0.05	average	ANImf	124	31984326	ascomycota_odb10	Letharia	10	public_SRR14722174_metabat2_bin.2	NA	mycobiont	SRR14722174
public_SRR14722166_concoct_bin.2.fa	124_13	0.05	average	ANImf	124	32383939	ascomycota_odb10	Letharia	43	public_SRR14722166_concoct_bin.2	NA	mycobiont	SRR14722166
public_SRR14722168_metabat2_bin.6.fa	124_14	0.05	average	ANImf	124	32739534	ascomycota_odb10	Letharia	21	public_SRR14722168_metabat2_bin.6	NA	mycobiont	SRR14722168
public_SRR14722130_metabat2_bin.9.fa	124_15	0.05	average	ANImf	124	32160092	ascomycota_odb10	Letharia	73	public_SRR14722130_metabat2_bin.9	NA	mycobiont	SRR14722130
