fasta	size	BUSCO_lineage	lineage	BAT_euk	median_cov	mag	bat_bacteria
private_VT22_metawrap_bin.2.fa	4593738	NA	NA	NA	5	private_VT22_metawrap_bin.2	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__
private_VT22_metawrap_bin.3.fa	3757409	NA	NA	NA	7	private_VT22_metawrap_bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__;g__;s__
private_VT22_metawrap_bin.4.fa	3619789	NA	NA	NA	25	private_VT22_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__
private_VT22_metawrap_bin.5.fa	4487163	NA	NA	NA	6	private_VT22_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__
private_VT22_metawrap_bin.6.fa	4088433	NA	NA	NA	23	private_VT22_metawrap_bin.6	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
private_VT22_metawrap_bin.7.fa	4221961	NA	NA	NA	9	private_VT22_metawrap_bin.7	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
private_VT22_metawrap_bin.8.fa	3814926	NA	NA	NA	7	private_VT22_metawrap_bin.8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
private_VT22_metawrap_bin.9.fa	3486971	NA	NA	NA	9	private_VT22_metawrap_bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__
private_VT26_metawrap_bin.1.fa	4402426	NA	NA	NA	20	private_VT26_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
private_VT26_metawrap_bin.2.fa	3811139	NA	NA	NA	10	private_VT26_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__
private_VT2_metawrap_bin.1.fa	3226238	NA	NA	NA	11	private_VT2_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
private_VT2_metawrap_bin.3.fa	3554018	NA	NA	NA	9	private_VT2_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
private_VT2_metawrap_bin.4.fa	2176048	NA	NA	NA	6	private_VT2_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
private_VT2_metawrap_bin.5.fa	2519845	NA	NA	NA	20	private_VT2_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
private_VT2_metawrap_bin.6.fa	4094902	NA	NA	NA	7	private_VT2_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
private_VT34_metawrap_bin.1.fa	3671683	NA	NA	NA	6	private_VT34_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
private_VT34_metawrap_bin.2.fa	3074460	NA	NA	NA	24	private_VT34_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
private_VT34_metawrap_bin.3.fa	5049737	NA	NA	NA	64	private_VT34_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_VT34_metawrap_bin.4.fa	3002539	NA	NA	NA	16	private_VT34_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
private_VT38_metawrap_bin.1.fa	3131595	NA	NA	NA	6	private_VT38_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
private_X11_metawrap_bin.1.fa	3409490	NA	NA	NA	45	private_X11_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__
private_X11_metawrap_bin.2.fa	2859277	NA	NA	NA	21	private_X11_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__
private_X11_metawrap_bin.3.fa	3675237	NA	NA	NA	25	private_X11_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
private_X11_metawrap_bin.4.fa	3086504	NA	NA	NA	6	private_X11_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
private_X15_metawrap_bin.1.fa	6004157	NA	NA	NA	6	private_X15_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
private_X15_metawrap_bin.2.fa	5439809	NA	NA	NA	14	private_X15_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_X16_metawrap_bin.10.fa	1045895	NA	NA	NA	11	private_X16_metawrap_bin.10	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__
private_X16_metawrap_bin.11.fa	3322873	NA	NA	NA	4	private_X16_metawrap_bin.11	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__
private_X16_metawrap_bin.12.fa	2697304	NA	NA	NA	4	private_X16_metawrap_bin.12	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__
private_X16_metawrap_bin.13.fa	3502779	NA	NA	NA	10	private_X16_metawrap_bin.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
private_X16_metawrap_bin.14.fa	2665813	NA	NA	NA	11	private_X16_metawrap_bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
private_X16_metawrap_bin.15.fa	4937037	NA	NA	NA	6	private_X16_metawrap_bin.15	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__
private_X16_metawrap_bin.16.fa	4904155	NA	NA	NA	9	private_X16_metawrap_bin.16	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__
private_X16_metawrap_bin.17.fa	3922685	NA	NA	NA	10	private_X16_metawrap_bin.17	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
private_X16_metawrap_bin.18.fa	2966614	NA	NA	NA	4	private_X16_metawrap_bin.18	d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;s__
private_X16_metawrap_bin.19.fa	2404186	NA	NA	NA	6	private_X16_metawrap_bin.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__
private_X16_metawrap_bin.1.fa	3075214	NA	NA	NA	68	private_X16_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
private_X16_metawrap_bin.20.fa	6753648	NA	NA	NA	6	private_X16_metawrap_bin.20	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
private_X16_metawrap_bin.22.fa	3551738	NA	NA	NA	17	private_X16_metawrap_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__
private_X16_metawrap_bin.23.fa	3520954	NA	NA	NA	13	private_X16_metawrap_bin.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__RP-AC37;f__Motilibacteraceae;g__;s__
private_X16_metawrap_bin.25.fa	2867880	NA	NA	NA	4	private_X16_metawrap_bin.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__;s__
private_X16_metawrap_bin.26.fa	3490659	NA	NA	NA	51	private_X16_metawrap_bin.26	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
private_X16_metawrap_bin.27.fa	2299430	NA	NA	NA	6	private_X16_metawrap_bin.27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__
private_X16_metawrap_bin.29.fa	3260617	NA	NA	NA	39	private_X16_metawrap_bin.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
private_X16_metawrap_bin.2.fa	3569941	NA	NA	NA	5	private_X16_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
private_X16_metawrap_bin.30.fa	3140419	NA	NA	NA	10	private_X16_metawrap_bin.30	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__
private_X16_metawrap_bin.31.fa	3023946	NA	NA	NA	9	private_X16_metawrap_bin.31	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__
private_X16_metawrap_bin.3.fa	4841266	NA	NA	NA	12	private_X16_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__
private_X16_metawrap_bin.4.fa	2254431	NA	NA	NA	9	private_X16_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
private_X16_metawrap_bin.5.fa	2563517	NA	NA	NA	11	private_X16_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
private_X16_metawrap_bin.6.fa	4053474	NA	NA	NA	15	private_X16_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_X16_metawrap_bin.7.fa	561675	NA	NA	NA	6	private_X16_metawrap_bin.7	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__SCTI01;g__;s__
private_X16_metawrap_bin.8.fa	5143236	NA	NA	NA	77	private_X16_metawrap_bin.8	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
private_X16_metawrap_bin.9.fa	4789767	NA	NA	NA	7	private_X16_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_X1_metawrap_bin.1.fa	3855599	NA	NA	NA	47	private_X1_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
private_X3_metawrap_bin.2.fa	3571506	NA	NA	NA	39	private_X3_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
private_X3_metawrap_bin.3.fa	3520190	NA	NA	NA	10	private_X3_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
private_X3_metawrap_bin.4.fa	3137263	NA	NA	NA	14	private_X3_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
private_X4_metawrap_bin.11.fa	3089360	NA	NA	NA	6	private_X4_metawrap_bin.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__
private_X4_metawrap_bin.12.fa	3886199	NA	NA	NA	8	private_X4_metawrap_bin.12	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__JACMJD01;s__
private_X4_metawrap_bin.13.fa	4493002	NA	NA	NA	8	private_X4_metawrap_bin.13	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__
private_X4_metawrap_bin.14.fa	7623061	NA	NA	NA	8	private_X4_metawrap_bin.14	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__
private_X4_metawrap_bin.1.fa	3701316	NA	NA	NA	10	private_X4_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__JACCTI01;s__
private_X4_metawrap_bin.2.fa	4935239	NA	NA	NA	14	private_X4_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
private_X4_metawrap_bin.3.fa	4291870	NA	NA	NA	7	private_X4_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
private_X4_metawrap_bin.4.fa	6344992	NA	NA	NA	7	private_X4_metawrap_bin.4	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__
private_X4_metawrap_bin.5.fa	5466207	NA	NA	NA	5	private_X4_metawrap_bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__
private_X4_metawrap_bin.7.fa	3150584	NA	NA	NA	8	private_X4_metawrap_bin.7	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__SEOHO-28;s__
private_X4_metawrap_bin.8.fa	3194057	NA	NA	NA	6	private_X4_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__
private_X4_metawrap_bin.9.fa	5328250	NA	NA	NA	14	private_X4_metawrap_bin.9	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
private_X5_metawrap_bin.1.fa	6773939	NA	NA	NA	462	private_X5_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
private_X5_metawrap_bin.2.fa	4811592	NA	NA	NA	5	private_X5_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
private_X5_metawrap_bin.3.fa	5810629	NA	NA	NA	5	private_X5_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
private_X5_metawrap_bin.4.fa	3441801	NA	NA	NA	4	private_X5_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__
private_X5_metawrap_bin.5.fa	1950205	NA	NA	NA	4	private_X5_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__
private_X5_metawrap_bin.6.fa	4148486	NA	NA	NA	7	private_X5_metawrap_bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parafilimonas;s__
private_X5_metawrap_bin.7.fa	3392229	NA	NA	NA	7	private_X5_metawrap_bin.7	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__JACCTI01;s__
private_X9_metawrap_bin.1.fa	3322990	NA	NA	NA	30	private_X9_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_ERR4179389_metawrap_bin.1.fa	2548021	NA	NA	NA	28	public_ERR4179389_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__CAHJWT01 sp903642255
public_ERR4179389_metawrap_bin.2.fa	3073101	NA	NA	NA	21	public_ERR4179389_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903642285
public_ERR4179389_metawrap_bin.3.fa	3189259	NA	NA	NA	12	public_ERR4179389_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__CAHJWH01 sp903642205
public_ERR4179389_metawrap_bin.4.fa	3068375	NA	NA	NA	20	public_ERR4179389_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_ERR4179389_metawrap_bin.5.fa	2944420	NA	NA	NA	18	public_ERR4179389_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_ERR4179389_metawrap_bin.6.fa	2105771	NA	NA	NA	10	public_ERR4179389_metawrap_bin.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_ERR4179389_metawrap_bin.8.fa	6382200	NA	NA	NA	6	public_ERR4179389_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia sp001557535
public_ERR4179390_metawrap_bin.10.fa	2491115	NA	NA	NA	29	public_ERR4179390_metawrap_bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903643065
public_ERR4179390_metawrap_bin.11.fa	2979499	NA	NA	NA	48	public_ERR4179390_metawrap_bin.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903643035
public_ERR4179390_metawrap_bin.12.fa	3495382	NA	NA	NA	8	public_ERR4179390_metawrap_bin.12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_ERR4179390_metawrap_bin.13.fa	3858529	NA	NA	NA	17	public_ERR4179390_metawrap_bin.13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus sp903642225
public_ERR4179390_metawrap_bin.14.fa	2019971	NA	NA	NA	19	public_ERR4179390_metawrap_bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903644135
public_ERR4179390_metawrap_bin.15.fa	2997459	NA	NA	NA	11	public_ERR4179390_metawrap_bin.15	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_ERR4179390_metawrap_bin.16.fa	6360884	NA	NA	NA	14	public_ERR4179390_metawrap_bin.16	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_ERR4179390_metawrap_bin.17.fa	4033751	NA	NA	NA	41	public_ERR4179390_metawrap_bin.17	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__CAHJWO01 sp903642295
public_ERR4179390_metawrap_bin.18.fa	2754002	NA	NA	NA	89	public_ERR4179390_metawrap_bin.18	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__CAHJWT01 sp903643075
public_ERR4179390_metawrap_bin.1.fa	4072843	NA	NA	NA	25	public_ERR4179390_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__HMF7410 sp903642215
public_ERR4179390_metawrap_bin.2.fa	3604446	NA	NA	NA	28	public_ERR4179390_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__CAHJWL01 sp903642235
public_ERR4179390_metawrap_bin.3.fa	4154586	NA	NA	NA	11	public_ERR4179390_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parafilimonas;s__Parafilimonas sp903642275
public_ERR4179390_metawrap_bin.4.fa	2835466	NA	NA	NA	7	public_ERR4179390_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_ERR4179390_metawrap_bin.5.fa	3527570	NA	NA	NA	27	public_ERR4179390_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__Enterovirga sp903644085
public_ERR4179390_metawrap_bin.6.fa	3738796	NA	NA	NA	22	public_ERR4179390_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__CAHJXF01 sp903644065
public_ERR4179390_metawrap_bin.7.fa	3084581	NA	NA	NA	13	public_ERR4179390_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__BOG-908 sp903643085
public_ERR4179390_metawrap_bin.8.fa	5886159	NA	NA	NA	35	public_ERR4179390_metawrap_bin.8	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__PMG-095 sp903642325
public_ERR4179390_metawrap_bin.9.fa	4339853	NA	NA	NA	9	public_ERR4179390_metawrap_bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp903644075
public_ERR4179391_metawrap_bin.2.fa	5091299	NA	NA	NA	5	public_ERR4179391_metawrap_bin.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
public_ERR4179391_metawrap_bin.3.fa	2532676	NA	NA	NA	7	public_ERR4179391_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_ERR4179391_metawrap_bin.4.fa	4995696	NA	NA	NA	8	public_ERR4179391_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__Rhizobacter sp903643055
public_ERR4179391_metawrap_bin.5.fa	2196843	NA	NA	NA	15	public_ERR4179391_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__
public_ERR4179391_metawrap_bin.6.fa	3401646	NA	NA	NA	7	public_ERR4179391_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
public_ERR4179391_metawrap_bin.9.fa	4173278	NA	NA	NA	14	public_ERR4179391_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035
public_SRR11456913_metawrap_bin.10.fa	3482057	NA	NA	NA	6	public_SRR11456913_metawrap_bin.10	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR11456913_metawrap_bin.11.fa	6868559	NA	NA	NA	185	public_SRR11456913_metawrap_bin.11	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR11456913_metawrap_bin.12.fa	2686058	NA	NA	NA	6	public_SRR11456913_metawrap_bin.12	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__SEOHO-28;s__
public_SRR11456913_metawrap_bin.13.fa	4886668	NA	NA	NA	10	public_SRR11456913_metawrap_bin.13	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
public_SRR11456913_metawrap_bin.14.fa	4880843	NA	NA	NA	13	public_SRR11456913_metawrap_bin.14	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__
public_SRR11456913_metawrap_bin.15.fa	4425407	NA	NA	NA	30	public_SRR11456913_metawrap_bin.15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__
public_SRR11456913_metawrap_bin.16.fa	3017454	NA	NA	NA	11	public_SRR11456913_metawrap_bin.16	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR11456913_metawrap_bin.17.fa	1727965	NA	NA	NA	8	public_SRR11456913_metawrap_bin.17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__
public_SRR11456913_metawrap_bin.18.fa	4381607	NA	NA	NA	9	public_SRR11456913_metawrap_bin.18	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
