Genome	completeness	contamination	size	classification
public_SRR14721937_metawrap_bin.1	73.82	4.07	4437831	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
private_VT22_metawrap_bin.11	75.83	0.83	4924096	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_VT22_metawrap_bin.10	75.65	2.78	4803330	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
private_VT22_metawrap_bin.12	73.22	2.37	5152252	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722086_metawrap_bin.5	72.81	3.51	5995761	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Dictyobacter;s__
public_SRR14722071_metawrap_bin.4	76.48	2.59	4303522	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__
public_SRR12240180_metawrap_bin.1	97.62	0.48	3877513	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__
public_SRR14722071_metawrap_bin.1	95.19	1.12	3726750	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722071_metawrap_bin.2	63.43	1.01	2628225	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722071_metawrap_bin.3	75.17	0.98	5383351	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__
public_SRR14722229_metawrap_bin.2	92.51	2.4	3841435	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR12240183_metawrap_bin.1	90.13	1.98	3280544	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
public_SRR12240183_metawrap_bin.3	86.26	2.33	5689450	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
public_SRR14722156_metawrap_bin.2	73.43	1.57	3254686	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722108_metawrap_bin.1	91.55	2.2	4118588	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722309_metawrap_bin.2	76.09	0.5	3652684	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722086_metawrap_bin.2	80.89	1.27	4409664	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722156_metawrap_bin.4	94.44	0.17	5207319	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
private_X16_metawrap_bin.31	92.45	2.7	3023946	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__
private_X16_metawrap_bin.30	92.25	0.67	3140419	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__
public_SRR14722156_metawrap_bin.5	83.46	3.92	5138702	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
public_SRR13126796_metawrap_bin.1	91.85	2.59	3758706	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722229_metawrap_bin.1	91.54	1.49	3569788	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722288_metawrap_bin.1	97.87	0	3652934	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__
public_SRR14722156_metawrap_bin.6	72.83	2.03	3590909	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722301_metawrap_bin.2	91.38	0.86	3459433	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722149_metawrap_bin.10	95.14	3.44	3696104	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
public_SRR14722301_metawrap_bin.5	61.64	1.2	2189998	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
private_VT2_metawrap_bin.1	81.67	1.49	3226238	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722145_metawrap_bin.1	87.52	3.59	5636286	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
public_SRR14722145_metawrap_bin.5	83.38	4	2645662	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__
private_VT2_metawrap_bin.6	63.79	1.72	4094902	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
public_SRR14722145_metawrap_bin.6	96.74	1.87	2558475	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__
private_T1916_metawrap_bin.2	99.15	0.85	4459335	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
private_T1916_metawrap_bin.5	90.13	2.35	3764048	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
public_SRR14722132_metawrap_bin.2	97.29	1.72	4413311	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
private_T1916_metawrap_bin.4	96.5	0.22	3690106	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_N;s__
public_SRR14722145_metawrap_bin.2	96.7	1.26	8205499	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR14722007_metawrap_bin.1	68.68	1.03	2351535	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__
private_T1916_metawrap_bin.6	95.99	1.3	5130386	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
public_SRR14722007_metawrap_bin.4	74.41	2.13	2574793	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722086_metawrap_bin.10	79.73	0.4	2664005	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__;s__
public_SRR14722086_metawrap_bin.11	98.21	0	5434115	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__KBS-96;s__
private_VT12_metawrap_bin.2	89.48	0.93	3663071	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR12240181_metawrap_bin.1	61.11	0.54	2580695	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__SCTD01;s__
private_VT12_metawrap_bin.1	50.08	0	2326716	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722086_metawrap_bin.1	78.14	2.15	4416334	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__
public_SRR11456915_metawrap_bin.8	94.51	4.87	4601963	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__
public_SRR11456915_metawrap_bin.9	96.21	3.42	4154047	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722275_metawrap_bin.2	92.94	0	3106746	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCIS01;s__
public_SRR11456915_metawrap_bin.1	70.96	2.05	3042184	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__
public_SRR11456915_metawrap_bin.3	99.7	0.89	8733206	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc punctiforme_A
public_SRR11456915_metawrap_bin.4	97.88	0.64	3032277	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__
public_SRR11456915_metawrap_bin.5	93.55	2.38	2803628	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_N;s__
public_SRR11456915_metawrap_bin.6	65.5	1.75	3215214	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__
public_SRR14722177_metawrap_bin.1	72.97	2.4	3253454	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_ERR4179390_metawrap_bin.3	87.54	6.63	4154586	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parafilimonas;s__Parafilimonas sp903642275
public_SRR14722170_metawrap_bin.1	97.58	1.49	3698262	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722125_metawrap_bin.3	93.27	1.77	3660656	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR13685165_metawrap_bin.1	92.95	1.67	4513375	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
private_X16_metawrap_bin.20	81.24	4.54	6753648	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
public_SRR14722136_metawrap_bin.1	96.69	2.07	3903190	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__
public_SRR14721956_metawrap_bin.1	74	3.33	4248881	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia;s__
public_ERR4179390_metawrap_bin.4	69.73	1.08	2835466	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_ERR4179390_metawrap_bin.5	81.31	1.2	3527570	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__Enterovirga sp903644085
private_X4_metawrap_bin.9	96.58	6.41	5328250	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
private_X4_metawrap_bin.8	83.86	4.42	3194057	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__
private_X9_metawrap_bin.1	97.14	0.5	3322990	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
private_X4_metawrap_bin.5	93.73	1.4	5466207	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__
private_X4_metawrap_bin.4	88.17	3.55	6344992	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__
private_X4_metawrap_bin.7	90.71	0.43	3150584	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__SEOHO-28;s__
private_X4_metawrap_bin.1	96.11	2.36	3701316	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__JACCTI01;s__
private_X4_metawrap_bin.3	94.3	6.84	4291870	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
private_X4_metawrap_bin.2	98.29	4.27	4935239	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
private_T1867_metawrap_bin.2	85.64	3.17	5743301	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_X16_metawrap_bin.27	57.48	0	2299430	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__
private_GTX0163_metawrap_bin.7	86.9	1.64	6454521	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__
private_GTX0163_metawrap_bin.6	77.84	3.06	3971280	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
private_GTX0163_metawrap_bin.5	87.98	5.43	4607906	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
private_GTX0163_metawrap_bin.4	54.55	0.86	2390973	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__
private_GTX0163_metawrap_bin.3	96.3	1.88	5759634	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__;s__
private_GTX0163_metawrap_bin.1	94.9	3.15	5061927	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
private_GTX0163_metawrap_bin.9	96.58	2.53	4806579	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
private_GTX0163_metawrap_bin.8	87.2	2.11	5244982	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
public_SRR14722022_metawrap_bin.1	76.4	0.84	3186652	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
public_SRR14722130_metawrap_bin.1	88.89	1.21	3721515	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCIS01;s__
public_SRR14721980_metawrap_bin.2	87.17	2.24	6256032	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_GTX0158_concoct_bin.31	100	0	23838662	ascomycota_odb10
private_GTX0161_concoct_bin.0	94.6	3.8	57477754	chlorophyta_odb10
private_GTX0161_concoct_merged.0	88.35	0.38	57027747	ascomycota_odb10
private_GTX0163_concoct_bin.14	98.87	0	32085414	ascomycota_odb10
private_GTX0163_concoct_bin.46	94.8	5.6	58699984	chlorophyta_odb10
private_T1867_concoct_bin.8	98.87	0.38	24754787	ascomycota_odb10
private_T1868_concoct_bin.12	100	0	23887801	ascomycota_odb10
private_T1881_metabat2_bin.5	96.99	0	22810638	ascomycota_odb10
private_T1882_concoct_bin.24	100	0	23645587	ascomycota_odb10
private_T1882_metabat2_merged.0	83.6	3.2	62479348	chlorophyta_odb10
private_T1887_metabat2_bin.36	92.48	0	24064483	ascomycota_odb10
private_T1888_metabat2_bin.51	99.62	0	25635390	
private_T1888_metabat2_bin.52	97.74	0	29924716	eurotiomycetes_odb10
private_T1889_concoct_bin.13	98.87	0	24831450	ascomycota_odb10
private_T1889_concoct_bin.16	97.87	2.13	40608534	chlorophyta_odb10
private_T1894_concoct_bin.66	97.87	4.26	44449598	chlorophyta_odb10
private_T1894_metabat2_bin.4	96.62	0	22054922	ascomycota_odb10
private_T1904_concoct_bin.11	89.1	1.5	26722152	eurotiomycetes_odb10
private_T1904_concoct_bin.38	95.2	3.6	60571648	chlorophyta_odb10
private_T1904_metabat2_bin.21	96.99	0.38	26273779	ascomycota_odb10
private_T1912_concoct_bin.0	91	6	55932432	chlorophyta_odb10
private_T1912_concoct_bin.14	93.98	0	30118458	ascomycota_odb10
private_T1914_concoct_bin.19	98.87	0.38	27996602	eurotiomycetes_odb10
private_T1914_metabat2_bin.5	97.74	0.38	38065376	ascomycota_odb10
private_T1916_concoct_bin.29	99.25	0	34960352	ascomycota_odb10
private_TS1974_concoct_bin.10	98.87	0	33623393	ascomycota_odb10
private_TS1974_concoct_bin.29	92.8	3.8	57915726	chlorophyta_odb10
private_VT12_concoct_bin.10	97.74	0	35490453	ascomycota_odb10
private_VT15_metabat2_bin.1	97.37	0	38001697	ascomycota_odb10
private_VT16_concoct_bin.11	98.12	0.38	35374370	ascomycota_odb10
private_VT19_concoct_bin.7	90.98	0	40208408	ascomycota_odb10
private_VT22_concoct_bin.7	88.35	0	28225289	ascomycota_odb10
private_VT2_concoct_bin.17	95.86	0.38	38832912	ascomycota_odb10
private_VT31_metabat2_bin.4	96.99	0	35051463	ascomycota_odb10
private_VT33_concoct_bin.0	96.62	0.75	36233533	ascomycota_odb10
private_VT34_metabat2_bin.11	97.37	0	23060245	ascomycota_odb10
private_VT38_concoct_bin.3	86.09	0	25667219	ascomycota_odb10
private_X10_concoct_bin.0	86.09	0.75	31690061	ascomycota_odb10
private_X10_concoct_bin.7	95.6	6	61204277	chlorophyta_odb10
private_X11_concoct_bin.15	93	4.8	59630297	chlorophyta_odb10
private_X11_metabat2_bin.10	93.61	0.38	24878815	ascomycota_odb10
private_X12_concoct_bin.4	84.59	0	31580949	ascomycota_odb10
private_X13_concoct_bin.5	99.25	0	23711382	ascomycota_odb10
private_X14_concoct_bin.2	98.12	0.38	35839814	ascomycota_odb10
private_X15_concoct_bin.2	98.5	0.75	21148796	ascomycota_odb10
private_X16_concoct_bin.2	97.37	0	24447381	ascomycota_odb10
private_X1_concoct_bin.0	77.6	0.4	16642605	tremellomycetes_odb10
private_X1_concoct_bin.13	98.5	0	34883038	ascomycota_odb10
private_X1_metabat2_bin.11	93.2	4.2	59375272	chlorophyta_odb10
private_X2_concoct_bin.0	96.24	0	36596510	ascomycota_odb10
private_X2_concoct_bin.1	93.8	5	67285532	chlorophyta_odb10
private_X3_concoct_bin.10	99.62	0.75	32638814	ascomycota_odb10
private_X4_concoct_bin.17	90.6	0	26109501	ascomycota_odb10
private_X5_concoct_bin.21	92.86	0	25436447	ascomycota_odb10
private_X8_concoct_bin.23	98.12	0	26420366	ascomycota_odb10
private_X8_metabat2_bin.7	65.4	0.2	15245811	tremellomycetes_odb10
private_X9_concoct_bin.20	93.23	0	33069491	ascomycota_odb10
public_ERR4179390_concoct_bin.45	97.87	2.13	51114057	chlorophyta_odb10
public_ERR4179390_concoct_bin.75	97.87	0	39633693	chlorophyta_odb10
public_ERR4179390_metabat2_bin.28	96.62	0.38	46620885	ascomycota_odb10
public_ERR4179390_metabat2_bin.6	84.59	0	18482457	ascomycota_odb10
public_SRR11456914_concoct_merged.0	98.87	0.75	72131769	ascomycota_odb10
public_SRR11456915_concoct_bin.5	91.49	4.26	47368747	chlorophyta_odb10
public_SRR11456915_metabat2_merged.0	95.86	3.38	88820417	ascomycota_odb10
public_SRR11456917_metabat2_merged.0	98.87	0.38	82784608	ascomycota_odb10
public_SRR11456918_metabat2_merged.0	99.25	0.75	73926494	ascomycota_odb10
public_SRR11456919_concoct_bin.22	97.87	2.13	48121382	chlorophyta_odb10
public_SRR11456919_metabat2_bin.15	99.25	1.5	93724474	ascomycota_odb10
public_SRR11456921_metabat2_merged.0	98.5	1.13	98573368	ascomycota_odb10
public_SRR11456923_metabat2_merged.0	91.35	0	130535317	ascomycota_odb10
public_SRR12240178_metabat2_bin.6	96.99	0.38	29901407	ascomycota_odb10
public_SRR12240181_metabat2_bin.5	96.24	0.38	33269822	ascomycota_odb10
public_SRR12240182_metabat2_bin.7	100	0	31599184	ascomycota_odb10
public_SRR12240183_metabat2_bin.10	99.62	0	34488242	ascomycota_odb10
public_SRR12240184_concoct_bin.17	79.7	0.75	26941752	ascomycota_odb10
public_SRR12240185_concoct_bin.1	97.37	1.5	34534459	ascomycota_odb10
public_SRR13125477_concoct_bin.14	97.74	0	30483605	ascomycota_odb10
public_SRR13125477_metabat2_bin.13	84.6	4.4	60258601	chlorophyta_odb10
public_SRR13125762_concoct_bin.37	93.23	0.38	28326182	ascomycota_odb10
public_SRR13126828_metabat2_bin.1	92.86	0	30836724	ascomycota_odb10
public_SRR13126859_metabat2_bin.7	95.86	0	29552732	ascomycota_odb10
public_SRR13685140_metabat2_bin.1	90.23	0	22898054	ascomycota_odb10
public_SRR13685158_concoct_merged.0	87.59	0	30235036	ascomycota_odb10
public_SRR13685159_concoct_merged.0	97.87	0	45368639	chlorophyta_odb10
public_SRR13685162_metabat2_bin.2	90.23	0	30437628	ascomycota_odb10
public_SRR13685164_concoct_bin.7	89.47	0	29939518	ascomycota_odb10
public_SRR13685165_metabat2_bin.3	91.73	0	31243966	ascomycota_odb10
public_SRR14721922_metabat2_bin.4	93.61	0	30284861	ascomycota_odb10
public_SRR14721923_metabat2_bin.2	88.72	0	29526551	ascomycota_odb10
public_SRR14721926_metabat2_bin.3	93.98	0.38	32290860	ascomycota_odb10
public_SRR14721927_metabat2_bin.2	94.36	0	33215599	ascomycota_odb10
public_SRR14721929_concoct_bin.20	61.65	0	12174069	eurotiomycetes_odb10
public_SRR14721929_metabat2_bin.13	93.23	0	32096707	ascomycota_odb10
public_SRR14721932_concoct_bin.34	85.71	0	28320957	ascomycota_odb10
public_SRR14721933_metabat2_bin.1	96.24	0	28341076	dothideomycetes_odb10
public_SRR14721935_metabat2_bin.5	91.35	0.38	30687529	ascomycota_odb10
public_SRR14721936_concoct_merged.0	73.68	0.75	23152140	ascomycota_odb10
public_SRR14721937_metabat2_bin.4	97.37	0.38	25566584	eurotiomycetes_odb10
public_SRR14721939_concoct_merged.0	81.2	0.38	24980457	ascomycota_odb10
public_SRR14721941_concoct_bin.5	86.84	0.38	26374195	ascomycota_odb10
public_SRR14721942_metabat2_bin.2	95.49	0	32030579	ascomycota_odb10
public_SRR14721943_metabat2_bin.1	93.61	0	31682591	ascomycota_odb10
public_SRR14721944_concoct_merged.0	75.19	0.75	21879680	ascomycota_odb10
public_SRR14721946_metabat2_bin.2	89.85	0	24216471	ascomycota_odb10
public_SRR14721947_metabat2_bin.6	93.98	0	31983833	ascomycota_odb10
public_SRR14721948_concoct_merged.0	93.98	0.38	29695316	ascomycota_odb10
public_SRR14721949_concoct_bin.4	89.1	0.38	28100536	ascomycota_odb10
public_SRR14721950_metabat2_bin.6	90.98	0	20843906	ascomycota_odb10
public_SRR14721952_concoct_merged.0	86.47	0	29208772	ascomycota_odb10
public_SRR14721953_concoct_bin.46	57.14	0	16849686	ascomycota_odb10
public_SRR14721954_metabat2_bin.3	80.83	0	21050370	ascomycota_odb10
public_SRR14721956_metabat2_bin.3	90.23	0.38	31212012	ascomycota_odb10
public_SRR14721957_metabat2_bin.1	72.93	1.13	13010775	ascomycota_odb10
public_SRR14721959_metabat2_bin.2	91.73	0.38	18791956	ascomycota_odb10
public_SRR14721960_metabat2_bin.2	92.86	0	24608064	ascomycota_odb10
public_SRR14721962_metabat2_bin.6	77.07	0.38	22076511	ascomycota_odb10
public_SRR14721964_metabat2_bin.3	92.86	1.13	25555617	ascomycota_odb10
public_SRR14721965_metabat2_bin.1	90.6	0	29021755	ascomycota_odb10
public_SRR14721966_metabat2_bin.6	93.98	0	23364708	ascomycota_odb10
public_SRR14721968_concoct_bin.6	83.08	0.38	20394191	eurotiomycetes_odb10
public_SRR14721970_metabat2_bin.1	93.61	0.38	31270501	ascomycota_odb10
public_SRR14721971_concoct_merged.0	82.71	0	22677464	ascomycota_odb10
public_SRR14721973_metabat2_bin.2	80.08	0.75	34874262	ascomycota_odb10
public_SRR14721974_metabat2_bin.1	90.6	0	25397939	ascomycota_odb10
public_SRR14721977_metabat2_bin.1	56.02	0	17433853	ascomycota_odb10
public_SRR14721978_concoct_merged.0	82.33	1.13	25185608	ascomycota_odb10
public_SRR14721979_metabat2_bin.1	90.98	0.38	34557146	ascomycota_odb10
public_SRR14721980_metabat2_bin.4	92.11	0	24074817	ascomycota_odb10
public_SRR14721982_metabat2_bin.3	96.99	0	23745995	ascomycota_odb10
public_SRR14721983_metabat2_bin.1	92.86	0	25048733	ascomycota_odb10
public_SRR14721984_concoct_merged.0	88.35	1.13	34017098	ascomycota_odb10
public_SRR14721986_metabat2_bin.4	92.48	0.38	28415343	ascomycota_odb10
public_SRR14721987_metabat2_bin.1	89.1	0	26140875	ascomycota_odb10
public_SRR14721990_metabat2_bin.6	93.61	0	28467715	ascomycota_odb10
public_SRR14721991_concoct_merged.0	90.23	0	31028479	ascomycota_odb10
public_SRR14721995_metabat2_bin.4	92.48	0	31516815	ascomycota_odb10
public_SRR14721996_metabat2_bin.8	92.86	0	34948523	ascomycota_odb10
public_SRR14721999_concoct_bin.2	84.59	0	23263670	ascomycota_odb10
public_SRR14722000_concoct_merged.0	89.85	0.75	30991706	ascomycota_odb10
public_SRR14722002_metabat2_bin.2	92.48	0	29099014	ascomycota_odb10
public_SRR14722003_metabat2_bin.1	87.59	0	24008401	ascomycota_odb10
public_SRR14722004_metabat2_bin.1	92.48	0	33271660	ascomycota_odb10
public_SRR14722005_metabat2_bin.1	93.61	0.38	29113940	ascomycota_odb10
public_SRR14722006_metabat2_bin.2	92.48	0	33363126	ascomycota_odb10
public_SRR14722010_metabat2_bin.2	81.2	0	31075743	ascomycota_odb10
public_SRR14722012_metabat2_bin.2	94.74	0	29791372	ascomycota_odb10
public_SRR14722013_metabat2_bin.2	93.98	0	26174165	ascomycota_odb10
public_SRR14722017_metabat2_bin.2	94.36	0	30760831	ascomycota_odb10
public_SRR14722018_metabat2_bin.2	58.27	0.38	17385180	ascomycota_odb10
