# bin	classification	reason	lineage	lineage scores
public_SRR2387885_metabat2_bin.15.fa	taxid assigned	based on 13930/27690 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.97;0.97;0.97;0.97;0.97;0.97;0.97
public_SRR2387885_metabat2_bin.2.fa	taxid assigned	based on 38412/71685 ORFs	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	1.00;1.00;0.99;0.98;0.98;0.97;0.96;0.95;0.95;0.95;0.95;0.94
public_SRR5808930_metabat2_bin.9.fa	taxid assigned	based on 17290/37359 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.88;0.88;0.86;0.86;0.86;0.85;0.85
public_SRR5808932_concoct_bin.35.fa	taxid assigned	based on 15795/31135 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99;0.98;0.91;0.91;0.90;0.90;0.90;0.90;0.89
public_SRR5808932_metabat2_bin.2.fa	taxid assigned	based on 35359/73093 ORFs	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	1.00;1.00;0.99;0.98;0.97;0.97;0.95;0.93;0.93;0.93;0.93;0.92
public_SRR7232211_concoct_bin.3.fa	taxid assigned	based on 16136/31808 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.98
public_SRR7232211_concoct_bin.8.fa	taxid assigned	based on 37598/78685 ORFs	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	1.00;1.00;0.99;0.98;0.97;0.96;0.95;0.93;0.93;0.93;0.93;0.93
public_SRR7232212_concoct_bin.0.fa	taxid assigned	based on 32979/73900 ORFs	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	1.00;1.00;0.98;0.97;0.95;0.95;0.93;0.89;0.89;0.89;0.89;0.89
public_SRR7232212_concoct_bin.12.fa	taxid assigned	based on 9478/20326 ORFs	1;131567;2759;33154;4751;451864;5204;29000	1.00;1.00;0.98;0.95;0.94;0.86;0.78;0.39
public_SRR7232212_concoct_bin.5.fa	taxid assigned	based on 11576/24782 ORFs	1;131567;2759;33154;4751;451864;5204;5302;155616;5234	1.00;1.00;1.00;0.99;0.98;0.98;0.95;0.94;0.92;0.79
public_SRR7232212_metabat2_bin.5.fa	taxid assigned	based on 15255/29863 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.98
public_SRR7232213_concoct_bin.0.fa	taxid assigned	based on 32673/73129 ORFs	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	1.00;1.00;0.99;0.97;0.95;0.95;0.93;0.90;0.90;0.90;0.90;0.89
public_SRR7232213_concoct_bin.1.fa	taxid assigned	based on 16022/31323 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.97
public_SRR7232214_concoct_bin.6.fa	taxid assigned	based on 16725/31831 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.98
public_SRR7232214_concoct_bin.7.fa	taxid assigned	based on 12738/27562 ORFs	1;131567;2759;33154;4751;451864;5204;5302;155616;5234	1.00;1.00;0.99;0.99;0.98;0.97;0.95;0.94;0.92;0.79
public_SRR7232214_concoct_bin.9.fa	taxid assigned	based on 33128/73879 ORFs	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	1.00;1.00;0.99;0.97;0.95;0.95;0.93;0.89;0.89;0.89;0.89;0.89
