M00001	M00002	M00003	M00004	M00005	M00006	M00007	M00008	M00009	M00010	M00011	M00012	M00015	M00016	M00017	M00018	M00019	M00020	M00021	M00022	M00023	M00024	M00025	M00026	M00027	M00028	M00029	M00031	M00033	M00034	M00035	M00036	M00038	M00040	M00043	M00044	M00045	M00046	M00047	M00048	M00049	M00050	M00051	M00052	M00053	M00060	M00061	M00063	M00064	M00066	M00082	M00083	M00086	M00087	M00088	M00091	M00093	M00096	M00097	M00098	M00100	M00112	M00115	M00116	M00118	M00119	M00120	M00121	M00122	M00123	M00125	M00126	M00133	M00134	M00135	M00140	M00141	M00144	M00145	M00149	M00151	M00153	M00154	M00155	M00156	M00157	M00158	M00159	M00160	M00161	M00162	M00163	M00165	M00166	M00167	M00168	M00169	M00172	M00174	M00175	M00176	M00307	M00308	M00338	M00344	M00345	M00346	M00358	M00364	M00365	M00373	M00378	M00417	M00432	M00433	M00526	M00527	M00530	M00531	M00533	M00535	M00537	M00538	M00545	M00546	M00548	M00549	M00550	M00551	M00552	M00554	M00555	M00565	M00568	M00569	M00570	M00572	M00575	M00577	M00579	M00580	M00595	M00597	M00615	M00616	M00617	M00622	M00623	M00627	M00631	M00632	M00637	M00638	M00639	M00641	M00642	M00698	M00700	M00702	M00704	M00705	M00714	M00718	M00741	M00745	M00763	M00778	M00790	M00793	M00824	M00825	M00842	M00843	M00844	M00846	M00851	M00854	M00855	M00866	M00868	M00878	M00879	M00880	M00881	M00882	M00883	M00884	M00896	M00899	M00909	M00912	M00913	M00916	M00923	M00924	M00925	M00926	M00930	M00931	M00932	M00938	M00939	M00947	M00948	M00950	Genome
1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	public_SRR11456913_metawrap_bin.18
0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	public_SRR11456913_metawrap_bin.19
0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	public_SRR11456913_metawrap_bin.21
1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	public_SRR11456913_metawrap_bin.22
1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	public_SRR11456913_metawrap_bin.23
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	public_SRR11456913_metawrap_bin.25
1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	public_SRR11456913_metawrap_bin.3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	public_SRR11456913_metawrap_bin.6
1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	public_SRR11456913_metawrap_bin.8
1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	public_SRR11456914_metawrap_bin.11
1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	public_SRR11456914_metawrap_bin.12
0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	public_SRR11456914_metawrap_bin.13
1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	public_SRR11456914_metawrap_bin.14
1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	public_SRR11456914_metawrap_bin.15
1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	public_SRR11456914_metawrap_bin.17
1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	public_SRR11456914_metawrap_bin.18
1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	public_SRR11456914_metawrap_bin.19
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	public_SRR11456914_metawrap_bin.2
1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	public_SRR11456914_metawrap_bin.20
1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	public_SRR11456914_metawrap_bin.21
1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	public_SRR11456914_metawrap_bin.24
1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	public_SRR11456914_metawrap_bin.7
1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	public_SRR11456914_metawrap_bin.8
0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	public_SRR11456914_metawrap_bin.9
1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	public_SRR11456915_metawrap_bin.3
1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	public_SRR11456915_metawrap_bin.4
0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	public_SRR11456915_metawrap_bin.5
1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	public_SRR11456915_metawrap_bin.8
1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	public_SRR11456915_metawrap_bin.9
1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	public_SRR11456918_metawrap_bin.2
